en,bho
"We are sure this person still lives in Iran, we also know the time.",हमहन क पता करत हई जा काहे की हमहन के भी समय क पता हवे ई अदमी अभईन भी ईरान में रहेले।
And can you recognize a 'striped donkey' ?,और तू बन्धल गधा के पहचान सकत हऊव?
I have to get polished my shoes.,हम आपन जूता पॉलिश करवा लेब।
The sea is hard.,समुंदर मुस्किल हव।
All right.,गुड्डे।
I brought you something.,कुछ खातिन उपहार
Go back.,वापस ज।
They play.,ऊ लोग खेलल।
"Fine morning, isn't it?","सुहानी सुबह, का नाहीं?"
Inspector.,इंसपेक्टर
You should have immediately gone there.,तोहके तुरंत इहाँ से जाए के चाहि।
I want hot chocolate.,हमके गर्म चॉकलेट चाही।
She loves Chandan and he also loves her.,इ त चन्दन के चांहले और चन्दन भी एकरा के चांहला
"""McCaffrey first gained prominence as the subject... of a 1972 Pulitzer Prize-winning photograph taken...",एम सी केफरे पहिले बिसे के रूपे में परसीध पावल...लिहला एगो 1972 पुलितजर पुरुसकार बिजय पावल फोटो गराफ क।
I have nothing more to teach you.,हम तुहै सिखा दिहले हई।
"Total misunderstanding. It's just a sprain, should heal fairly quickly.",जल्दी ही अगेनुई जेकेजे लिटल
You're free.,तु अजाद हवा।
