en,bho
The alderman'll be thrilled that you're working with us.,"बरीठ अदमी लल आप हमरे संहे काम करत हवँ कि रोमांचित होखँ,"
Kinda.,जइसन की
The echoes of the storm which was then raised I still hear grumbling round me.,तूफान क गूंज जवन तब उठल रहल हम अबहीं भी ओकर गड़गड़ाहट अपने चारो ओर सुनीला।
Nothing.,कुछ ना।
We used to go for knowledge.,हमहन क ज्ञान के प्रयोग खातिर जात हई जा ।
The Spirit of the Forest?,"उ कहेल की उहाँ बड़ा जानवर हऽ, जवन पिछले उम्र में रहल।"
Who is fond of Chhola Bhatura ?,छोला भटूरा के पवलस हउए।
Raji’s car is very old indeed.,राजी क कार वास्तव में बहुत पुरान हऽ।
How many people think that children spend too much time watching T.V?,केतना आदमी सोचेलन कि बच्चा बहुत अधिक समय T.V देखे में बितावेलन ।
Whoo-hoo!,बू हू!
Did you go to the last class ?,का तु अंतिम कच्छा मे जइब ?
The glue had set hard.,गोंद कड़ा होके लग गइऽल।
