en,bho
"Hey, Otis is it-- - [Otis] It's jumpin' floors.","अरे, ओटिस इ हव [ओटिस] इफर्स जम्प इन हव।"
"You have become the bride ` s aunt now, search a good groom for yourself.",अब त तु दुलहन क बुआ हो गईली अब ते अपने खातिर कवनो अच्छा दुल्हा त चून ले ।
Rama replied that he could not do so.,रामा जवाब देहलस कि उ नाई कई सकऽल।
You do too know.,तू जानत हवा।
Everything takes its due course only.,सब कुछ एहि क चलते भइल हऽ।
Does he know how to feed children?,का उनका के बच्चन के खियावे आवेला?
The boys hid themselves.,लइके खुद के छिपवने ।
How can fearlessness be cultivated in a person?,एगो आदमी की अंदर में निडरता कईसे भरल जा सकेला?
They say it has no memory.,ऊ कहलँ एकर कवनो इयादी ना होत।
I hate borrowing money.,हमके उधार लेवे से नफरत हऽ।
You should have come to the office yesterday.,तोहके कलिहा कार्यालय आ जाइल चाहि ।
"Look. If we're lucky, Pelle, we'll get wild strawberries.",अगर हम भाग्यसाली रहली त हमें जंगली स्टराबेरी मिल जाई।
Few towns in India have public libraries.,भारत क कुछ शहरन में पुस्तकालय बा।
My greatest pleasure is that I sit here in the sun.,हमार परम सौभाग्य बा कि हम इहां घामे में बइठल हईं।
