en,bho
From where were you returning ?,तु कहवा से वापस आवत रहल हऽ ?
Their feathers are just too bright.,कुछ चिरई बानहल ना जा सकें न।
We would have sacked him months ago.,हमहन क ओके एक् महिना पहिलवे निकाल देले रहती जा ।
"I mean, seriously how often do you really look at a man's shoes?",केतनी बार केहु केहु क जुता देखत हऽ।
People perform 'Chheja' with ecstasy.,बड़ा मजा से लोग छेजा देखावे ल।
"My uncle, who was born in Hong Kong, lived most of his life overseas.",हमार चाचा जवन हांगकांग में पैदा भइ ल आपन पूरा ज़िंदगी विदेशे में गुज़ार देह ल।
Rohit’s scream resounded in the room.,रोहित क कमरा में डर के मारे चीख निकर गइल।
There are many places to visit.,उहाँ घुमे वाला बहुत जगह बा।
Too much tea is not good for us.,ढेर चाय हमन खातिर ठीक नाई हऽ।
We would have enjoyed very much.,हमहन क बहुते मजा आईल हॊई।
I wish I were a millionaire.,हमार इच्छा ह कि हम एगो करोड़पति रहती ।
